gold_split,target_year,entry_id,title,main_category,route_hint,training_quality_bucket,pdf_filename,pdf_uploaded_for_second_pass,second_pass_status,summary_changed,silver_reference_draft,second_pass_summary,second_pass_notes
test,2025,http://arxiv.org/abs/2512.07004v3,Accurate Models of NVIDIA Tensor Cores,cs.MS,section_plus_global,good,2512.07004.pdf,True,pdf_checked,True,"Matrix multiplication is a fundamental operation in both training of neural networks and inference. This leads to non-reproducible results across different generations of GPU architectures, at the matrix multiply-accumulate instruction level. We present software models for emulating the inner product behaviour of low- and mixed-precision matrix multipliers in the V100, A100, H100 and B200 data center GPUs in most supported input formats of interest to mixed-precision algorithm developers: 8-, 16-, and 19-bit floating point. To accelerate matrix multiplication, Graphical Processing Units (GPUs) provide it implemented in hardware.","This paper builds highly accurate software models of NVIDIA tensor cores, the specialized hardware units that speed up matrix multiplication on GPUs. Because these units do not always behave like standard IEEE floating-point arithmetic, results can differ across GPU generations and can be hard to reproduce exactly. The authors reverse-engineer important numerical details such as rounding behavior, accumulator width, and normalization rules by designing sensitive test vectors and repeatedly comparing model predictions against real hardware outputs. They report bit-accurate models for several data-center GPUs and common low- or mixed-precision formats. These models can help researchers test numerical methods more reliably and study tensor-core behavior without always needing direct access to every target GPU.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2025,http://arxiv.org/abs/2601.00809v2,A Modular Reference Architecture for MCP-Servers Enabling Agentic BIM Interaction,cs.OH,section_plus_global,good,2601.00809.pdf,True,pdf_checked,True,"Agentic workflows driven by large language models (LLMs) are increasingly applied to Building Information Modelling (BIM), enabling natural-language retrieval, modification and generation of IFC models. This paper addresses this gap by introducing a modular reference architecture for MCP servers that enables API-agnostic, isolated and reproducible agentic BIM interactions. A prototype implementation using IfcOpenShell demonstrates feasibility across common modification and generation tasks. Recent work has begun adopting the emerging Model Context Protocol (MCP) as a uniform tool-calling interface for LLMs, simplifying the agent side of BIM interaction.","This paper proposes a modular reference architecture for MCP servers used in agentic BIM workflows. The motivation is that large language models are starting to interact with building information models through the Model Context Protocol, but many current BIM-side implementations are still ad hoc and tied to specific authoring tools. The authors design a microservice-style architecture with an explicit adapter layer so the MCP interface is separated from particular BIM APIs. They also build a prototype around IfcOpenShell and evaluate it on common model-generation and modification tasks. The main takeaway is not a new BIM agent itself, but a reusable systems design that could make LLM-driven BIM interaction more portable, reproducible, and easier to compare across tools.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2025,http://arxiv.org/abs/2507.13071v2,Probabilistic algorithm for computing all local minimizers of Morse functions on a compact domain,cs.SC,section_plus_global,good,2507.13071.pdf,True,pdf_checked,True,"Let K be the unit-cube in Rn and f\,: K \rightarrow R^n be a Morse function. In this article, we design an algorithm able to compute all local minimizers of f on K . Practical experiments show that our implementation of this algorithm in the Julia package Globtim can tackle examples that were not reachable until now. We assume that the function f is given by an evaluation program Γ in the noisy model, i.e., the evaluation program Γ takes an extra parameter η as input and returns an approximation that is η-close to the true value of f .","This paper tackles the problem of finding every local minimum of a smooth function on a bounded region when the function can only be evaluated approximately. The authors design a probabilistic algorithm that combines polynomial approximation with algebraic system solving to return points whose small neighborhoods contain all local minimizers and keep them separated from one another. In other words, the method does not just find one good answer; it aims to find all of the locally best solutions. The paper also analyzes the algorithm's complexity under stated regularity assumptions and reports experiments showing that their Julia implementation can solve examples that earlier tools could not handle.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2025,http://arxiv.org/abs/2512.21038v2,Next-Scale Prediction: A Self-Supervised Approach for Real-World Image Denoising,cs.CV,global_only,borderline,2512.21038.pdf,True,pdf_checked,True,"Self-supervised real-world image denoising remains a fundamental challenge, arising from the antagonistic trade-off between decorrelating spatially structured noise and preserving high-frequency details. Existing blind-spot network (BSN) methods rely on pixel-shuffle downsampling (PD) to decorrelate noise, but aggressive downsampling fragments fine structures, while milder downsampling fails to remove correlated noise. To address this, we introduce Next-Scale Prediction (NSP), a novel self-supervised paradigm that decouples noise decorrelation from detail preservation. As a by-product, NSP naturally supports super-resolution of noisy images without retraining or modification.","This paper proposes Next-Scale Prediction, a self-supervised method for removing noise from real photographs without needing clean ground-truth images for training. The central problem is that existing blind-spot methods must trade off between decorrelating noise and preserving fine visual detail. The authors try to break that trade-off by training the model across image scales: a low-resolution, more decorrelated input is used to predict a higher-resolution target that still contains important structure. The paper reports state-of-the-art results on real-world denoising benchmarks and notes that the same setup can also support super-resolution of noisy images without retraining. In simple terms, the method tries to clean images better while keeping edges and textures sharper.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2025,http://arxiv.org/abs/2510.22309v2,When Agents are Powerful: Black Hole Search with Verification in Time-Varying Graphs,cs.DC,global_only,borderline,2510.22309.pdf,True,pdf_checked,True,"A black hole is a harmful node in a graph that destroys any agent entering it, making its identification a critical task. We show that these enhancements lead to more efficient solutions for the BHSV problem in dynamic graphs. In the Black Hole Search with Verification (BHSV) problem, a team of agents operates on a graph G with the objective that at least one agent survives and correctly identifies an edge incident to the black hole; if no black hole exists, then all agents must terminate. Prior work has studied BHS in arbitrary dynamic graphs under the restrictive face-to-face communication model, where agents can exchange information only when co-located.","This paper studies a search problem on dynamic graphs where one node may act like a 'black hole' that destroys any agent entering it. The goal is to let a team of agents identify an edge touching that dangerous node while still ensuring at least one agent survives, or confirm that no black hole exists. Earlier work mainly assumed very limited communication between agents. Here, the authors strengthen the agents with one-hop visibility, global communication, or both, and show that these extra abilities lead to more efficient solutions. The main contribution is a set of improved algorithms and complexity results showing how better sensing or communication can sharply reduce the resources needed for reliable search in changing networks.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2025,http://arxiv.org/abs/2510.05528v2,ARMOR: High-Performance Semi-Structured Pruning via Adaptive Matrix Factorization,cs.LG,global_only,borderline,2510.05528.pdf,True,pdf_checked,True,"Large language models (LLMs) present significant deployment challenges due to their immense computational and memory requirements. While semi-structured pruning, particularly 2:4 sparsity, offers a path to practical hardware acceleration, existing methods often incur substantial performance degradation. Experiments on Llama (Touvron et al., 2023; Dubey et al., 2024) and Qwen (Yang et al., 2025) model families demonstrate that ARMOR consistently and significantly outperforms state-of-the-art 2:4 pruning methods across a wide range of downstream tasks and perplexity evaluations. To bridge this gap, we introduce ARMOR: (Adaptive Representation with Matrix-factORization), a novel one-shot post-training pruning algorithm.","This paper proposes ARMOR, a pruning method for large language models that tries to make them faster and smaller without hurting accuracy as much as standard sparse pruning. Instead of simply deleting weights, ARMOR factorizes each weight matrix into a sparse core plus two lightweight correction matrices that help repair the damage caused by pruning. The optimization is done in a one-shot post-training setting, so the method is meant to be practical after a model has already been trained. In experiments on Llama and Qwen models, the authors report better task performance and perplexity than earlier 2:4 semi-structured pruning methods while still keeping the hardware-friendly speed and memory benefits of sparse inference.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04386v1,Automatically Generating Hard Math Problems from Hypothesis-Driven Error Analysis,cs.AI,section_plus_global,good,2604.04386.pdf,True,pdf_checked,True,"Numerous math benchmarks exist to evaluate LLMs' mathematical capabilities. Some researchers have proposed automatic benchmark generation methods, but few focus on identifying the specific math concepts and skills on which LLMs are error-prone, and most can only generate category-specific benchmarks. Experiments show that hypothesis accuracy positively correlates with the difficulty of the generated problems: problems generated from the most accurate hypotheses reduce Llama-3.3-70B-Instruct's accuracy to as low as 45%, compared to 77% on the original MATH benchmark. However, most involve extensive manual effort and are difficult to scale.","This paper proposes an automated pipeline for generating harder math benchmark problems for large language models. Instead of only creating more examples from broad categories, the method first uses AI-generated hypotheses to identify the specific concepts or skills where a model seems error-prone, then generates new problems targeted at those weaknesses. The authors report that better hypotheses lead to harder generated questions, with the strongest set dropping Llama-3.3-70B-Instruct's accuracy well below its score on the original MATH benchmark. The broader point is that evaluation benchmarks need to evolve along with models. This system aims to create fresher and more diagnostic tests with much less manual effort than traditional benchmark construction.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04093v1,BadgeX: IoT-Enhanced Wearable Analytics Meets LLMs for Collaborative Learning,cs.HC,section_plus_global,good,2604.04093.pdf,True,pdf_checked,True,"We present BadgeX, a novel system integrating lightweight wearable IoT devices (smart badges/smartphones) with Large Language Models (LLMs) to enable real-time collaborative learning analytics. The system captures multimodal sensor data (e.g., audio, image, motion, depth) from learners, processes it into structured features, and employs an LLM-driven framework to interpret these features, generating high-level insights grounded in learning theory. A pilot study demonstrated the system's capability to capture rich collaboration traces and for an LLM to produce plausible, theoretically coherent narrative analyses from sensor-derived features. BadgeX aims to lower deployment barriers, making complex collaborative dynamics visible and offering a pathway for real-time support in educational settings.","This paper presents BadgeX, a wearable sensing system that combines smart badges or smartphones with large language models to analyze collaboration in real time. The system collects multimodal signals such as audio, images, motion, and depth, converts them into structured features, and then uses an LLM to turn those signals into higher-level narrative feedback grounded in learning theory. A pilot study suggests the platform can capture meaningful traces of group interaction and generate plausible descriptions of how people are collaborating. The larger goal is to make complex teamwork dynamics more visible in educational settings without requiring heavy manual observation, which could eventually support instructors or learners with faster feedback.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2603.07435v2,On the Fluctuations of the Single-Letter $d$-Tilted Sum for Binary Markov Sources,cs.IT,section_plus_global,good,2603.07435.pdf,True,pdf_checked,True,"The d-tilted information has been found to be a useful quantity in finite-blocklength rate-distortion theory for memoryless sources. We study the source-side d-tilted sum induced by the single-letter Blahut--Arimoto operating point for a stationary binary Markov source under Hamming distortion; this is a source-side quantity distinct from the n-letter operational d-tilted information. We show that the centered block sum J_n(D) - nμ_D is exactly an affine image of the occupation count N_n = \sum_t=1^n 1\X_t = 1\ of the Markov chain. As consequences, all centered cumulants are independent of the distortion level D, the finite-n variance admits a closed form, and the exact finite-n distribution and limiting cumulant generating function are given by a 2 \times 2 transfer matrix.","This paper analyzes a quantity from rate-distortion theory for binary Markov sources under Hamming distortion. Rather than focusing on a large operational object, the authors study the single-letter source-side d-tilted sum and show that, after centering, it can be written as a simple affine transform of the Markov chain's occupation count. That link lets them derive several exact results, including closed-form variance, the exact finite-length distribution, and a limiting cumulant generating function via a small transfer matrix. The contribution is mainly mathematical, but the payoff is clarity: the paper shows that the fluctuations of this information-theoretic quantity have a much simpler structure than they may first appear to have.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04371v1,Comprehensive Analysis of Cellular Uplink Performance in a Dense Stadium Deployment,cs.NI,section_plus_global,good,2604.04371.pdf,True,pdf_checked,True,"Uplink performance remains a critical limitation in modern 5G networks, where UEs have to balance limited transmission power against propagation challenges. Even when TDD bands achieve higher or comparable MCS, FDD bands have a performance edge in the uplink due to the restrictive, downlink-heavy TDD architecture. Analyzing PHY-layer metrics captured via the Rohde & Schwarz QualiPoc, we show that high-frequency TDD bands in the uplink are severely bottlenecked in both the spectral and temporal domains. We conducted extensive measurements in the University of Notre Dame's football stadium, which has a seating capacity of 80,000 spectators, evaluating network behavior under both unloaded (pregame) and severely congested (game day) conditions, with a focus on uplink performance.","This paper measures 5G uplink performance in a large football stadium and shows that uploading data can remain a major bottleneck even in modern dense deployments. Using field measurements collected before and during a game, the authors find that high-frequency TDD bands struggle in the uplink because phones face strong propagation loss and receive relatively few uplink time slots. As a result, these bands may perform well for downloads but still provide weak upload capacity. The study concludes that lower-frequency FDD bands end up carrying much of the uplink burden. In plain terms, the paper shows why crowded venues can still have poor upload performance even when headline 5G downlink speeds look impressive.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04862v1,Outlier-Robust Nonlinear Moving Horizon Estimation using Adaptive Loss Functions,cs.RO,section_plus_global,good,2604.04862.pdf,True,pdf_checked,True,"In this work, we propose an adaptive robust loss function framework for MHE, integrating an adaptive robust loss function to reduce the impact of outliers with a regularization term that avoids naive solutions. A tuning parameter is incorporated into the framework to control the shape of the loss function for adjusting the estimator's robustness to outliers. The simulation results demonstrate that adaptation occurs in just a few iterations, whereas the traditional behaviour L_2 predominates when the measurements are free of outliers. The proposed approach prioritizes the fitting of uncontaminated data and downweights the contaminated ones.","This paper proposes a nonlinear moving horizon estimation method that is more robust to outliers. The core idea is to replace a fixed quadratic loss with an adaptive robust loss function, while adding regularization so the estimator does not fall into trivial solutions. A tuning parameter lets the method adjust how aggressively it downweights suspicious measurements. In simulations, the approach quickly adapts when outliers appear, but behaves more like standard L2 estimation when the data are clean. The main contribution is a practical estimation framework that can switch between accuracy and robustness more flexibly, which is useful in control and monitoring settings where occasional bad measurements can otherwise distort the state estimate.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.03903v1,Improving ML Attacks on LWE with Data Repetition and Stepwise Regression,cs.CR,global_only,borderline,2604.03903.pdf,True,pdf_checked,True,"The Learning with Errors (LWE) problem is a hard math problem in lattice-based cryptography. We introduce a stepwise regression technique to recover the ""cool bits"" of the secret. Effective ML attacks on LWE were demonstrated in the case of binary, ternary, and small secrets, succeeding on fairly sparse secrets. We show that using larger training sets and repeated examples enables recovery of denser secrets.","This paper studies machine-learning attacks on the Learning With Errors problem, a core hardness assumption in lattice-based cryptography. Prior ML attacks worked best on relatively sparse secrets. The authors show that using larger datasets and repeated examples can push those attacks toward denser secrets, and they describe an empirical power-law relationship between recovery success, dataset size, and repetition. They also introduce a stepwise regression method meant to recover additional parts of the secret. The work does not break modern cryptography outright, but it does probe where some LWE variants may become more vulnerable, which is useful for stress-testing post-quantum systems and understanding the limits of ML-based cryptanalysis.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04427v1,FAVE: Flow-based Average Velocity Establishment for Sequential Recommendation,cs.IR,global_only,borderline,2604.04427.pdf,True,pdf_checked,True,"Generative recommendation has emerged as a transformative paradigm for capturing the dynamic evolution of user intents in sequential recommendation. While flow-based methods improve the efficiency of diffusion models, they remain hindered by the ``Noise-to-Data'' paradigm, which introduces two critical inefficiencies: prior mismatch, where generation starts from uninformative noise, forcing a lengthy recovery trajectory; and linear redundancy, where iterative solvers waste computation on modeling deterministic preference transitions. To address these limitations, we propose a Flow-based Average Velocity Establishment (Fave) framework for one-step generation recommendation that learns a direct trajectory from an informative prior to the target distribution. Fave is structured via a progressive two-stage training strategy.","This paper introduces FAVE, a recommendation method designed to generate the next item in a user sequence more efficiently than diffusion-style approaches. The authors argue that many flow-based recommenders still waste computation because they start from uninformative noise and spend effort modeling transitions that are partly deterministic. FAVE instead learns a direct one-step trajectory from a more informative starting point, using a two-stage training process that first builds a stable semantic space and then adds a semantic anchor prior plus a learned average velocity. The goal is to keep strong recommendation quality while reducing generation cost. In simple terms, the paper tries to make sequence recommendation both faster and more purposeful by starting closer to where the answer should be.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
test,2026,http://arxiv.org/abs/2604.04656v1,Subset Balancing and Generalized Subset Sum via Lattices,cs.DS,global_only,bad,2604.04656.pdf,True,pdf_checked,True,"We study the Subset Balancing problem: given x \in Z^n and a coefficient set C \subseteq Z, find a nonzero vector c \in C^n such that c\cdotx = 0. The standard meet-in-the-middle algorithm runs in time \tildeO(|C|^n/2)=\tildeO(2^n\log |C|/2), and recent improvements (SODA~2022, Chen, Jin, Randolph, and Servedio; STOC~2026, Randolph and Węgrzycki) beyond this barrier apply mainly when d is constant. We give a reduction from Subset Balancing with C = \-d, \dots, d\ to a single instance of SVP_\infty in dimension n+1, which yields a deterministic algorithm with running time $\tildeO((6\sqrt2πe)^n) \approx \tildeO(2^4.632n)$, and a randomized algorithm with running time \tildeO(2^2.443n) (here \tildeO suppresses \operatornamepoly(n) factors). We also show that for sufficiently large d, Subset Balancing is solvable in polynomial time.","This paper studies the Subset Balancing problem and gives new algorithms based on lattice reductions. The key result is a reduction from subset balancing with coefficients in a bounded integer range to a single instance of an infinity-norm shortest vector problem. Using the best known lattice algorithms for that target problem, the authors obtain running times that depend on the dimension but no longer pay the usual log d cost in the exponent. For sufficiently large coefficient ranges, they also show the problem becomes polynomial-time solvable. The paper is mainly a complexity-theory advance, but the practical message is that a careful geometric reformulation can lead to substantially better algorithms than the classic meet-in-the-middle approach for many parameter settings.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
validation,2022,http://arxiv.org/abs/2206.04028v3,CO^3: Cooperative Unsupervised 3D Representation Learning for Autonomous Driving,cs.CV,section_plus_global,good,2206.04028.pdf,True,pdf_checked,True,"Unsupervised contrastive learning for indoor-scene point clouds has achieved great successes. However, unsupervised learning point clouds in outdoor scenes remains challenging because previous methods need to reconstruct the whole scene and capture partial views for the contrastive objective. CO^3 has several merits compared to existing methods. (1) It utilizes LiDAR point clouds from vehicle-side and infrastructure-side to build views that differ enough but meanwhile maintain common semantic information for contrastive learning, which are more appropriate than views built by previous methods. (2) Alongside the contrastive objective, shape context prediction is proposed as pre-training goal and brings more task-relevant information for unsupervised 3D point cloud representation learning, which are beneficial when transferring the learned representation to downstream detection tasks. (3) As compared to previous methods, representation learned by CO^3 is able to be transferred to different outdoor scene dataset collected by different type of LiDAR sensors. (4) CO^3 improves current state-of-the-art methods on both Once and KITTI datasets by up to 2.58 mAP. This is infeasible in outdoor scenes with moving objects, obstacles, and sensors.","This paper proposes CO3, an unsupervised method for learning useful 3D representations from outdoor LiDAR data for autonomous driving. Instead of creating contrastive views from a single sensor alone, it uses cooperative views from vehicle-side and infrastructure-side LiDAR, and pairs that with a contextual shape-prediction task. The authors show that the learned representation transfers across different outdoor datasets and sensor types. On the ONCE and KITTI benchmarks, CO3 improves detection performance by up to 2.58 mAP over prior methods.",matched PDF in zip; summary revised conservatively against available PDF text and phase-2 fields
validation,2022,http://arxiv.org/abs/2209.00158v2,Space-efficient Data Structure for Next/Previous Larger/Smaller Value Queries,cs.DS,global_only,borderline,2209.00158.pdf,True,pdf_checked,True,"Given an array of size n from a total order, we consider the problem of constructing a data structure that supports various queries (range minimum/maximum queries with their variants and next/previous larger/smaller queries) efficiently. In the encoding model (i.e., the queries can be answered without the input array), we propose a (3.701n + o(n))-bit data structure, which supports all these queries in O(\log^(\ell)n) time, for any positive constant integer \ell (here, \log^(1) n = \log n, and for \ell > 1, \log^(\ell) n = \log (\log^(\ell-1) n)). Also, we show that at least 3.16n-Θ(\log n) bits are necessary for answering all the queries. The space of our data structure matches the current best upper bound of Tsur (Inf.","This paper designs a very compact data structure for answering several array queries, including range minimum and maximum queries and next or previous larger or smaller value queries, without needing to store the original array. The proposed encoding uses 3.701n plus lower-order bits and still supports efficient query times. The authors also prove a stronger lower bound, which helps show how close the new structure is to the best possible space usage. The result is mainly a theoretical advance in succinct data structures.",matched PDF in zip; summary revised conservatively against available PDF text and phase-2 fields
validation,2023,http://arxiv.org/abs/2310.11675v3,From Relevance to Utility: Evidence Retrieval with Feedback for Fact Verification,cs.IR,section_plus_global,good,2310.11675.pdf,True,pdf_checked,True,"Retrieval-enhanced methods have become a primary approach in fact verification (FV); it requires reasoning over multiple retrieved pieces of evidence to verify the integrity of a claim. We introduce the feedback-based evidence retriever(FER) that optimizes the evidence retrieval process by incorporating feedback from the claim verifier. Empirical studies demonstrate the superiority of FER over prevailing baselines. To retrieve evidence, existing work often employs off-the-shelf retrieval models whose design is based on the probability ranking principle.","This paper studies how to retrieve better evidence for fact verification systems. The authors argue that evidence should be chosen not just because it looks relevant, but because it is actually useful for helping a verifier decide whether a claim is true or false. They propose a feedback-based retriever called FER that learns from the verifier's response, and experiments show that this improves both evidence selection and overall fact-checking performance.",matched PDF in second upload batch; summary revised conservatively against uploaded PDF text and phase-2 fields
validation,2023,http://arxiv.org/abs/2305.08175v4,ResidualPlanner+: a scalable matrix mechanism for marginals and beyond,cs.DB,global_only,bad,2305.08175.pdf,True,pdf_checked,True,"Noisy marginals are a common form of confidentiality protecting data release and are useful for many downstream tasks such as contingency table analysis, construction of Bayesian networks, and even synthetic data generation. We propose ResidualPlanner and ResidualPlanner+, two highly scalable matrix mechanisms. With this added flexibility, ResidualPlanner+ is not necessarily optimal, however it is still extremely scalable and outperforms the prior state-of-the-art (HDMM) on prefix-sum queries both in terms of accuracy and speed. ResidualPlanner is both optimal and scalable for answering marginal queries with Gaussian noise, while ResidualPlanner+ provides support for more general workloads, such as combinations of marginals and range queries or prefix-sum queries.","This paper develops highly scalable matrix mechanisms for answering noisy marginal queries and related workloads under privacy constraints. ResidualPlanner is designed to be both scalable and optimal among Gaussian matrix mechanisms for marginals, while ResidualPlanner+ extends the approach to more general workloads such as mixtures of marginals and range or prefix-sum queries. The authors report large speed and scalability gains over prior methods, and show that ResidualPlanner+ can also outperform the previous state of the art on prefix-sum workloads. The main contribution is making these privacy-preserving query planners practical at much larger scales.",matched PDF in zip; summary revised conservatively against available PDF text and phase-2 fields
validation,2024,http://arxiv.org/abs/2404.01527v3,PlayFutures: Imagining Civic Futures with AI and Puppets,cs.HC,section_plus_global,good,2404.01527.pdf,True,pdf_checked,True,"Children are the builders of the future and crucial to how the technologies around us develop. Through a workshop designed around kids of age 9-12, we investigate if novel technologies like artificial intelligence can be integrated in existing ways of play and performance to 1) re-imagine the future of civic spaces, 2) reflect on these novel technologies in the process and 3) build ways of civic engagement through play. They are not voters but are participants in how the public spaces in a city are used. We do this using a blend AI image generation and Puppet making to ultimately build future scenarios, perform debate and discussion around the futures and reflect on AI, its role and potential in their process.","This paper presents PlayFutures, a workshop for children around ages 9 to 12 that combines AI image generation, puppet making, and storytelling. The idea is to help children imagine future versions of civic spaces, reflect on how AI shapes those futures, and discuss public life through play and performance. The work treats children as important participants in thinking about technology and cities, even though they are often left out of formal civic decision-making.",matched PDF in second upload batch; summary revised conservatively against uploaded PDF text and phase-2 fields
validation,2024,http://arxiv.org/abs/2401.08001v2,TT-SNN: Tensor Train Decomposition for Efficient Spiking Neural Network Training,cs.NE,global_only,borderline,2401.08001.pdf,True,pdf_checked,True,"Spiking Neural Networks (SNNs) have gained significant attention as a potentially energy-efficient alternative for standard neural networks with their sparse binary activation. To address this issue, we introduce Tensor Train Decomposition for Spiking Neural Networks (TT-SNN), a method that reduces model size through trainable weight decomposition, resulting in reduced storage, FLOPs, and latency. We validate our method using both static and dynamic datasets, CIFAR10/100 and N-Caltech101, respectively. However, SNNs suffer from memory and computation overhead due to spatio-temporal dynamics and multiple backpropagation computations across timesteps during training.","This paper tries to make spiking neural networks cheaper to train. The authors introduce TT-SNN, which uses tensor-train decomposition to compress network weights, lowering memory use, computation, and latency. They also add a parallel computation pipeline and report strong results on static and dynamic vision benchmarks, suggesting that the method can make these energy-efficient models more practical.",matched PDF in second upload batch; summary revised conservatively against uploaded PDF text and phase-2 fields
validation,2025,http://arxiv.org/abs/2508.16703v2,ShadowNPU: System and Algorithm Co-design for NPU-Centric On-Device LLM Inference,cs.PF,section_plus_global,good,2508.16703.pdf,True,pdf_checked,True,On-device running Large Language Models (LLMs) is nowadays a critical enabler towards preserving user privacy. We observe that the attention operator falls back from the special-purpose NPU to the general-purpose CPU/GPU because of quantization sensitivity in state-of-the-art frameworks. The key idea is to hide the overhead of estimating the important tokens with a NPU-based pilot compute. This fallback results in a degraded user experience and increased complexity in system scheduling.,"This paper addresses a bottleneck in running large language models on mobile devices. Current frameworks often send the attention operation from the NPU back to the CPU or GPU because of quantization issues, which hurts speed and efficiency. The authors propose shadowAttn, a sparse attention design that keeps more of the work on the NPU through techniques such as pilot computation, compute-graph bucketing, and head-wise pipelining, aiming to preserve accuracy while reducing dependence on CPU and GPU resources.",matched PDF in second upload batch; summary revised conservatively against uploaded PDF text and phase-2 fields
validation,2025,http://arxiv.org/abs/2511.11546v3,Parameterized complexity of the f-Critical Set problem,cs.CC,global_only,bad,2511.11546.pdf,True,pdf_checked,True,"Given a graph G=(V,E), and a function f:V(G) \rightarrow N, an f-reversible process on G is a dynamical system such that, given an initial vertex labeling c_0 : V(G) \rightarrow \0,1\, every vertex v changes its label if and only if it has at least f(v) neighbors with the opposite label. Finally, we present two kernels of sizes O(k \cdot m(f)) and O(k \cdot Δ(G)). Additionally, we show that the problem is FPT when parameterized by tw(G)+m(f), tw(G)+Δ(G), and k, where Δ(G) denotes the maximum degree of G. The updates occur synchronously in discrete time steps t=0,1,2,\ldots.","This paper studies a graph problem about choosing a small starting set of vertices that causes an entire network to flip into a stable all-ones state after one update step. The authors analyze how hard this 'f-Critical Set' problem is under different parameter settings. They prove that the problem stays computationally hard in several restricted cases, including some planar graph families, but also identify settings where it becomes fixed-parameter tractable. In addition, they provide two kernelization results that compress an instance down to a smaller equivalent one based on key parameters. The paper's main value is theoretical: it maps out where the problem is likely intractable and where more efficient parameterized algorithms are possible.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
validation,2026,http://arxiv.org/abs/2604.04562v1,Paper Espresso: From Paper Overload to Research Insight,cs.DL,section_plus_global,good,2604.04562.pdf,True,pdf_checked,True,"The accelerating pace of scientific publishing makes it increasingly difficult for researchers to stay current. We present Paper Espresso, an open-source platform that automatically discovers, summarizes, and analyzes trending arXiv papers. Over 35 months of continuous deployment, Paper Espresso has processed over 13,300 papers and publicly released all structured metadata, revealing rich dynamics in the AI research landscape: a mid-2025 surge in reinforcement learning for LLM reasoning, non-saturating topic emergence (6,673 unique topics), and a positive correlation between topic novelty and community engagement (2.0x median upvotes for the most novel papers). The system uses large language models (LLMs) to generate structured summaries with topical labels and keywords, and provides multi-granularity trend analysis at daily, weekly, and monthly scales through LLM-driven topic consolidation.","This paper presents Paper Espresso, an open-source platform for tracking and summarizing trends in arXiv papers. The system automatically finds new papers, generates structured summaries with topical labels and keywords, and then performs trend analysis over daily, weekly, and monthly time scales. Over almost three years of deployment, the platform processed more than 13,000 papers and used those summaries to surface larger patterns in AI research, including shifts in popular topics and links between novelty and community interest. The contribution is partly a tool and partly a data resource: the authors show that automated large-scale summarization can help researchers navigate paper overload and study how a field is changing over time.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
validation,2026,http://arxiv.org/abs/2604.04669v1,"Healthcare App Design in Low-Resource Contexts: Challenges, Practices, and Opportunities",cs.CY,global_only,borderline,2604.04669.pdf,True,pdf_checked,True,"Digital health technologies are increasingly used to improve healthcare access and delivery worldwide. However, many healthcare applications are designed for environments with stable infrastructure, high digital literacy, and strong institutional support. These assumptions often do not hold in low-resource contexts where healthcare delivery often depends on community health workers, caregivers, and informal care networks. Designing effective healthcare applications for such environments requires attention to infrastructural constraints, cultural contexts, language diversity, and usability challenges.","This paper discusses why healthcare apps designed for well-resourced settings often fail in low-resource contexts. The authors emphasize that many deployments must work around unstable infrastructure, limited digital literacy, language diversity, and reliance on community health workers or informal care networks. Rather than proposing a single technical model, the paper frames a research and design agenda for building digital health tools that better match local realities. It highlights the need to consider culture, usability, and institutional constraints from the start. In short, the piece argues that effective healthcare technology for underserved settings requires context-sensitive design, not just scaling down apps that were built for very different environments.",Revised against uploaded PDF in follow-up batch 1; kept conservative and close to the paper abstract/introduction.
